ID,SONG_NAME,rmse,zcr,mfcc,mfcc_delta,loudness,tempo,chroma_stft_mean,chroma_cq_mean,beats,chroma_cens_mean,mel_mean,cent_mean,spec_bw_mean,contrast_mean,rolloff_mean,poly_features,tonnetz,harm_mean,perc_mean,class
11,Aashreen_Anger-4.wav,0.12560687959194183,0.05540672508445946,-4.81056022644043,0.014949721284210682,-16.231624313279777,83.35433467741936,0.366974413394928,0.48058450465619723,162,0.2594537277631953,5.769926071166992,1508.499901184366,2026.9612269317447,20.17787161210682,2991.951277449324,1.0078341188418058,0.0012245399762501963,1.542012978461571e-05,-9.19283957045991e-06,0
12,Aashreen_Anger-5.wav,0.1048114001750946,0.04539824695121951,-5.2920427322387695,-1.1074252142861951e-05,-15.912394279312485,107.666015625,0.4206616282463074,0.481118365705784,244,0.24930479090138097,4.756298542022705,1376.9074998472795,1958.0286605623842,20.1377257029138,2786.908554449314,0.7984165236195033,0.013410658511018471,-1.2054433682351373e-05,-6.610912805626867e-06,0
13,Aashreen_Anger-6.wav,0.08471271395683289,0.0775390625,-5.1960344314575195,0.02197759598493576,-18.748660287400597,89.10290948275862,0.400300532579422,0.5295201694437595,307,0.2676582658586683,3.02095890045166,1753.637100134671,2088.1544355927354,20.246732618001257,3348.4130859375,0.7281889336920777,0.002521469922013099,-6.311447123152902e-06,-1.2921392226417083e-05,0
14,Aashreen_Anger-7.wav,0.10552449524402618,0.09839035560344828,-5.0219902992248535,0.021890318021178246,-16.534089572859653,161.4990234375,0.41140016913414,0.502479620072044,342,0.2592316499392234,4.678609371185303,1964.4256122986055,2095.8385733272817,20.204910383047274,3646.9820851293102,0.8730828050750321,0.0011575076251717363,7.4586737355275545e-06,-9.957604561350308e-06,0
15,Aditi Chavan_ANGER 1.wav,0.059634286910295486,0.05089012352195946,-8.362865447998047,0.06150824576616287,-17.79408340018316,129.19921875,0.3876893222332001,0.4616356853160539,335,0.2653266257916173,1.2248035669326782,1226.7737345986343,1538.8091628998125,21.271766524838462,2343.845511771537,0.5318689243246612,0.008503717289678204,-2.2021066570232506e-07,-3.87343470720225e-06,0
16,Aditi Chavan_ANGER 2.wav,0.05026821047067642,0.08744480298913043,-8.484232902526855,0.06016150116920471,-19.74987342948277,161.4990234375,0.39409348368644714,0.5167204423978157,333,0.2719363429382137,0.8906545042991638,1797.50588043056,1835.8600189633016,20.263787789314094,3457.5503141983695,0.4425818892432934,0.005143070241917579,2.2287167666945606e-07,-4.847304808208719e-06,0
17,Aditi Chavan_ANGER 3.wav,0.053851671516895294,0.07306090943113773,-8.603367805480957,0.0508403554558754,-17.694460452950196,117.45383522727273,0.3778541684150696,0.48873560672851957,252,0.274595060875931,0.9524257183074951,1486.8004735942213,1601.7827441125444,20.737200164389364,2724.3370193207334,0.5230552494036774,0.004343770134792217,-1.3350312144666532e-07,-2.3856426878410275e-07,0
18,Aditi Chavan_ANGER 4.wav,0.0512487068772316,0.0543055112670068,-8.600574493408203,0.05607425794005394,-17.9318283593788,123.046875,0.35829299688339233,0.4997240265322336,225,0.2709214232874576,0.8831425905227661,1371.9182293453832,1604.9429988619852,20.748869898510527,2686.3037109375,0.4952043518460904,0.003950917421587061,1.1702450564143874e-07,1.0125652806891594e-05,0
19,Aditi Chavan_ANGER 5.wav,0.06501980870962143,0.04055810162401575,-8.190509796142578,0.038407616317272186,-16.57044527666342,151.99908088235293,0.38753199577331543,0.4914724054044101,269,0.2685825840621473,1.460953712463379,1071.6335673052147,1406.3715421679483,20.780072178920815,2034.2942605807086,0.5783330957900158,0.004372471282217616,9.99573401827547e-08,-2.3974369469215162e-05,0
20,Aditi Chavan_ANGER 6.wav,0.05573669821023941,0.08178076806006493,-7.88480281829834,0.048179443925619125,-17.534958713544242,92.28515625,0.4354143738746643,0.5310665760399841,185,0.2778075992552247,1.0981663465499878,1511.1704283607698,1608.1852400370985,20.40415379329515,2748.2100053267045,0.5642101695882763,-0.001061442783199642,-3.1769360475664143e-07,-1.1363394150976092e-05,0
21,Aditi Chavan_ANGER 7.wav,0.06176869198679924,0.11172792575503356,-8.174227714538574,0.055978383868932724,-16.950413085281024,161.4990234375,0.3945779502391815,0.50602985270065,482,0.2631101976087979,1.2906126976013184,1873.7925458452437,1864.7282340646477,20.663948697443054,3503.4087929949665,0.5609358430516949,-0.0006430422372898655,-2.388598474567516e-08,-1.5480762158404104e-05,0
22,Dhrashti_Angry_1.wav,0.024497171863913536,0.062811279296875,-12.142472267150879,0.066097691655159,-30.433509761978737,123.046875,0.35427698493003845,0.46060235181307807,384,0.25567298100390407,0.1967037171125412,1404.5143706674266,1771.0552530396367,22.095058147759374,2803.4884643554688,0.20035702375221995,-0.009475292941467492,-0.00023943817359395325,-2.60049582720967e-05,0
23,Dhrashti_Angry_2.wav,0.017188943922519684,0.09787676411290322,-13.288246154785156,0.04721265286207199,-32.49421081452663,143.5546875,0.3678428530693054,0.45290287361839504,383,0.25762090100482515,0.11515253037214279,1866.032703740519,1953.8131127409854,21.38849186825044,3807.2092363911293,0.1541545927568921,-0.004690064896430521,-6.032265446265228e-06,-7.674631342524663e-05,0
24,Dhrashti_Angry_3.wav,0.013292157091200352,0.11364352318548387,-12.753599166870117,0.05205174908041954,-33.86707630060219,184.5703125,0.41926804184913635,0.5236780617820392,224,0.26676954586900264,0.06961118429899216,1960.5786879847965,1840.536335011846,20.441370489442846,4068.3282667590724,0.1407095441629327,0.006783494094356251,-3.076126449741423e-05,-6.367241439875215e-05,0
25,Dhrashti_Angry_4.wav,0.015117539092898369,0.1137786865234375,-12.758925437927246,0.04100220277905464,-34.08852756802616,184.5703125,0.40024620294570923,0.5270094588170212,473,0.275679103830163,0.0856766328215599,2148.0422230166128,2209.4855354426536,20.99608913508872,4832.387237548828,0.15796782531376155,-0.0016579317910984917,4.594772690325044e-06,-5.9091376897413284e-05,0
26,Dhrashti_Angry_5.wav,0.014345667324960232,0.05815778459821429,-14.152424812316895,0.06945792585611343,-33.89924161431195,184.5703125,0.42729827761650085,0.5048798122182251,193,0.2518095870953278,0.0852813646197319,1383.5825156920694,1756.9632545098987,20.9648325374584,2843.7286376953125,0.1201257235076639,0.008660074737246278,2.5939616534742527e-05,-4.203828939353116e-05,0
27,Dhrashti_Angry_6.wav,0.011843030340969563,0.0928192981698895,-13.26719856262207,0.0523982010781765,-35.56243039938057,117.45383522727273,0.4143511950969696,0.5084798404806922,320,0.2575709437731943,0.059041112661361694,1803.8279759233144,1902.9915212954893,20.815283062856093,3632.0922177140883,0.12036735765732649,0.0014382410821312266,1.1954191904806066e-05,-5.3673786169383675e-05,0
28,Dhrashti_Angry_7.wav,0.00685381842777133,0.11422760953608248,-13.080240249633789,0.03157063573598862,-40.528933343517906,78.30255681818181,0.4907653331756592,0.5907150337075048,195,0.27105615533775834,0.01604278013110161,1997.1450083869834,1945.9050459131693,19.960756004295618,4018.717280122423,0.08353272869527713,-0.0012441830414624613,3.267334250267595e-05,-6.29294736427255e-05,0
29,Dhwani_Anger-1.wav,0.11165027320384979,0.07032111672794118,-3.6388494968414307,0.018174557015299797,-15.620305560908033,143.5546875,0.3780066967010498,0.4842936572930217,306,0.2600343128232234,4.241405487060547,1905.5332897682208,2123.878414703566,20.810280553152147,3778.7604836856617,1.08625674366521,0.0008021448960036428,3.970305328948598e-07,-3.912850388587685e-06,0
30,Dhwani_Anger-2.wav,0.13165931403636932,0.09800875250668449,-1.4128285646438599,-0.004515559878200293,-14.427950585830366,143.5546875,0.37415358424186707,0.5141501318966141,403,0.27144544866559245,5.687843322753906,2034.5099235539783,2077.3993857954206,20.272712661926825,3816.501164563837,1.182824600504648,0.0017707446637163025,-1.9319679267937317e-05,-3.6166475183563307e-06,0
31,Dhwani_Anger-3.wav,0.10677053034305573,0.07445994917168675,-3.9218244552612305,-0.0045485543087124825,-16.819553633142025,112.34714673913044,0.3159386217594147,0.47912227480993663,250,0.26379791412363335,3.600264310836792,1952.8186214715722,2069.519181339303,20.716486178238654,3737.5025002353163,1.0048305395784753,0.012063027666760486,-8.741330020711757e-06,-8.086767593340483e-06,0
32,Dhwani_Anger-4.wav,0.11380036175251007,0.06018839003164557,-2.6563563346862793,-0.04465235024690628,-15.645088550904335,123.046875,0.37202054262161255,0.5260663348825205,167,0.2701708111999389,4.492810249328613,1669.3607371519593,1999.914748604717,20.288721847103645,3429.9121711827534,0.9883207869544893,0.0007473577311692845,-9.710652726369062e-09,-1.7930737158167176e-05,0
33,Dhwani_Anger-5.wav,0.10933414846658707,0.07492613181089744,-1.7787915468215942,0.029855787754058838,-17.27836267344267,215.33203125,0.4190509617328644,0.5475170246460952,330,0.2763519126415732,3.5343194007873535,1732.4854360358818,1930.3102607771534,20.580283750748563,3329.571533203125,1.0519639250217503,0.006673066820459296,-3.1417006539413705e-05,8.96509754966246e-06,0
34,Dhwani_Anger-6.wav,0.11426308751106262,0.10476995228293413,-3.0439767837524414,-0.0025821554008871317,-15.311977662246752,123.046875,0.39590609073638916,0.5189152544639035,304,0.25793782404918786,4.185201168060303,2095.3239397665134,2058.845405298059,20.640204685932478,3993.506590334955,0.961035770812585,0.012345683816634484,3.063196345465258e-05,1.5446386896655895e-05,0
35,Dhwani_Anger.wav,0.10820630192756653,0.13505450343586387,-5.469431400299072,-0.017505893483757973,-16.9333088007777,112.34714673913044,0.35262948274612427,0.486508799928981,521,0.26440205859494137,3.491046905517578,2644.0613663401814,2245.9723189776346,20.495531348457828,4751.6789461305625,0.9124101894723433,0.0003938311736954337,4.4228750084585045e-06,4.125628765905276e-05,0
36,Govind Thakur_Anger_1.wav,0.033776041120290756,0.09459141322544642,-17.044876098632812,-0.04506605863571167,-27.050441673313664,151.99908088235293,0.4236292243003845,0.55313910537622,158,0.2759004772811302,0.4072508215904236,1495.6751761227642,1423.371780618828,24.042531538936817,2841.8060302734375,0.40609624256261984,0.007543235050233701,6.457577455876162e-06,7.942268894112203e-06,0
37,Govind Thakur_Anger_2.wav,0.020009467378258705,0.11408025568181818,-20.115224838256836,-0.007272628135979176,-31.47810494291875,103.359375,0.44694337248802185,0.5464283762939672,246,0.27429721339994656,0.1337660700082779,1879.8433185026386,1564.003629407241,23.7787268843135,3422.8005149147725,0.23464511218423853,0.00102942153078297,-1.0968219612550456e-06,-1.4399630344996694e-05,0
38,Govind Thakur_Anger_4.wav,0.01858598180115223,0.10552890058876811,-19.484222412109375,0.01674048975110054,-31.705498475630723,80.74951171875,0.39683839678764343,0.5282647290889645,109,0.27866116609230457,0.12882061302661896,1831.484146682829,1593.6127051390763,24.076320893814504,3493.1380562160325,0.2263905044714558,-0.0011113151025201728,2.769766922483541e-07,4.36494065070292e-06,0
39,Govind Thakur_Anger_5.wav,0.01533656008541584,0.11328125,-22.28557777404785,-0.049927257001399994,-32.41268026080938,161.4990234375,0.4573620557785034,0.5998410906074191,177,0.2781165482038542,0.10738535225391388,1636.039877883878,1409.5403403440969,23.43514579382749,2927.3768498347354,0.17967059475724118,0.00421380110175896,-1.0697164725570474e-05,-4.253897145645169e-07,0
40,Govind Thakur_Anger_7.wav,0.03086910955607891,0.15739658900669642,-18.648269653320312,0.025436701253056526,-26.91440269038488,78.30255681818181,0.3931635916233063,0.541159197925061,75,0.26961507364827675,0.3443731367588043,1976.0174162366916,1478.1848574175237,23.868259429726066,3361.102294921875,0.32051773770453135,-0.00019109894218879755,8.869705197867006e-06,-1.0492609590073698e-06,0
41,Harshi_Anger-1.wav,0.10332196950912476,0.06422387099847561,-8.719988822937012,0.03209919109940529,-16.282144927502884,112.34714673913044,0.38294267654418945,0.5194507309895428,163,0.26599523241510153,4.473487854003906,1832.7118162458685,2135.278405459816,20.542448414558173,3634.6471274771343,1.0220028817705862,0.010273083943663979,4.667201210395433e-06,0.00039486834430135787,0
42,Harshi_Anger-2.wav,0.12217530608177185,0.13838061951754385,-6.532558441162109,-0.002490602433681488,-14.783629642814972,117.45383522727273,0.42973461747169495,0.5469396140914738,778,0.2714246008761359,5.542423248291016,2560.2816469260506,2214.4284697613134,20.112894036058893,4477.584035773027,1.136942424156952,0.009273635481006223,1.7112447494582739e-06,6.65579063934274e-05,0
43,Harshi_Anger-3.wav,0.10579437762498856,0.0927734375,-8.736979484558105,0.011809182353317738,-15.29616754318103,151.99908088235293,0.38261058926582336,0.4881277365917989,371,0.2686927648116914,4.535155773162842,2227.061813034963,2356.870774929223,20.143742957407706,4424.322083938953,1.065197033049087,0.00774160601033677,4.71352768727229e-06,-0.00021444594312924892,0
44,Harshi_Anger-4.wav,0.09565478563308716,0.07621276554802955,-7.445192337036133,-0.013732308521866798,-15.594248660189598,184.5703125,0.4169178605079651,0.5031886953941148,711,0.2661089574981924,3.9544899463653564,1931.303455884974,2197.3819607628852,20.040446095002302,3719.940396012931,0.99858377953679,-0.006960512907083941,-4.908398523184587e-07,-0.0002143282035831362,0
45,Harshi_Anger-5.wav,0.10912889987230301,0.06146846543874172,-7.2781267166137695,0.03835754841566086,-15.29778741816593,117.45383522727273,0.41937559843063354,0.5474877255023437,300,0.2767650707016693,5.3848876953125,1762.208187506824,2150.073990504151,19.962481742340216,3540.5006661320363,1.0817631792652664,0.00815629864849542,2.3430582132277777e-06,-6.722521357005462e-05,0
46,Harshi_Angry-6.wav,0.09920509904623032,0.08592497996794872,-6.760152339935303,0.017741696909070015,-14.58595189145291,103.359375,0.416523814201355,0.4798117898708285,442,0.2633672361904373,4.283364772796631,1981.8299230601733,2138.556410612501,19.882070580906618,3764.2615685096152,1.0148538326523953,-0.0012326439052457254,-8.702642844582442e-06,5.2857172704534605e-05,0
47,Harshi_Angry-7.wav,0.10247817635536194,0.10468292236328125,-5.03488302230835,0.00037954412982799113,-15.322387351592203,172.265625,0.42958831787109375,0.5367415852367109,1264,0.27135784929338264,4.826279640197754,2134.3941145323306,2251.8570967865503,20.433938811205902,4045.8449363708496,0.9376668457018661,-0.0012230876942744336,4.354709290055325e-06,-4.668737165047787e-05,0
48,Kshamita_Angry_1.wav,0.03704221546649933,0.07184222027972027,-13.112226486206055,0.03211410716176033,-26.532086560019465,135.99917763157896,0.37240931391716003,0.45606639203730936,253,0.2750156344047692,0.4578150510787964,1482.773589718552,1511.2113969799532,23.291606158138897,2885.7503824300697,0.35144645699188126,0.011513934074544947,0.00131292047444731,0.00014311076665762812,0
49,Kshamita_Angry_2.wav,0.03146446496248245,0.08901195430276382,-12.508116722106934,0.06000842526555061,-26.75801917892479,215.33203125,0.4087975323200226,0.5217781854640252,765,0.2714083948935674,0.4145910441875458,1745.4586999373728,1725.9872409522845,22.71593888123306,3448.4505044755024,0.28802137074167594,0.0030783699229493737,0.0008229921804741025,0.00018664301023818552,0
50,Kshamita_Angry_3.wav,0.03155282139778137,0.09479770281456953,-12.446428298950195,0.05558035150170326,-27.11495032349977,92.28515625,0.3254859447479248,0.4840059225132636,174,0.26997176348144053,0.3859347403049469,1817.3487961108901,1821.9154033658808,23.274931526072614,3680.537788441639,0.2839534689071273,0.004977730452583704,0.0005510467453859746,0.0006910319207236171,0
51,Kshamita_Angry_4.wav,0.03577115014195442,0.1016309784679878,-10.80928897857666,0.04055281728506088,-26.71766881035217,135.99917763157896,0.3399115204811096,0.4696779611024386,291,0.26515779440928555,0.4591010510921478,1850.2877426768791,1859.5461843409773,23.954322456980062,3807.503602562881,0.30110318996371027,0.009739589912264986,0.0009902608580887318,0.0002744744415394962,0
52,Kshamita_Angry_5.wav,0.05082487687468529,0.05361984025186567,-10.24223518371582,0.057776059955358505,-22.310119062479924,78.30255681818181,0.3977060914039612,0.49416509528766916,49,0.2735792377613899,1.080786108970642,1238.2636435172046,1483.7143185339905,22.72579506171454,2571.048383570429,0.4190527125309321,0.004306465900883292,0.0014422870008274913,0.00012195712042739615,0
53,Kshamita_Angry_6.wav,0.05635911971330643,0.08329845610119048,-10.012880325317383,0.030473725870251656,-20.336579047971796,103.359375,0.3260105848312378,0.4989369579682482,129,0.276301872913226,1.8060693740844727,1556.3357956934758,1661.1961331984237,22.376128162697114,3032.5927734375,0.5421345377966242,0.005103058656243834,0.0009087934740819037,0.0007446840754710138,0
54,Kshamita_Angry_7.wav,0.04755495861172676,0.12365803497516556,-10.879175186157227,0.05876978859305382,-24.364119569875594,86.1328125,0.3392830193042755,0.4508593523579213,167,0.260537675355813,0.7913720607757568,1975.7570912408055,1825.1763245662435,23.723897401727186,3728.310126500414,0.4036044214086129,-0.0005969448276647843,0.0011169997742399573,0.0002792073064483702,0
55,Mahima_Anger1.wav,0.09014028310775757,0.059687824170124484,-8.15568733215332,0.006307911593466997,-15.750056475388165,99.38401442307692,0.40374815464019775,0.4589504008671338,539,0.2678371348313457,4.093636512756348,1692.1431097318234,2123.4117255066617,20.12809358872445,3389.6925043762967,0.7659474243161954,0.00844719137340346,1.5385503502329811e-06,3.449708401603857e-06,0
56,Mahima_Anger2.wav,0.07459332793951035,0.11463797433035715,-8.381205558776855,0.0038140532560646534,-16.74612830405952,198.76802884615384,0.40964826941490173,0.5000068927180954,1482,0.266214384445628,2.7649407386779785,2327.27233799781,2225.085053343604,20.066295450316257,4284.3768310546875,0.6266908179327674,0.004088896997992795,4.406871028095338e-07,1.9535951878424385e-07,0
57,Mahima_Anger3.wav,0.07106243073940277,0.10063295717592592,-7.896221160888672,0.003382202470675111,-17.045214259798236,95.703125,0.38081204891204834,0.4719907653509315,552,0.26099727236729764,2.4681179523468018,2123.6998593812277,2211.663002946494,20.658787074538246,3958.2413736979165,0.5975477446890826,0.00849002873196853,-1.7197472743646358e-06,-3.6761502997251227e-06,0
58,Mahima_Anger4.wav,0.057244494557380676,0.0958760954797048,-8.239201545715332,-0.0035740314051508904,-19.219547266423223,103.359375,0.4267820715904236,0.5246714831335176,598,0.27196249703715525,1.7626878023147583,2129.9493015359462,2260.7683825242398,19.61788383909893,4110.14021419511,0.5288877407573521,0.009629060180531761,1.548473278489837e-06,-6.87464364546031e-07,0
59,Mahima_Anger5.wav,0.06287325918674469,0.04385980702764977,-9.660022735595703,0.009527448564767838,-16.67960295549227,107.666015625,0.4110885262489319,0.4866088341921094,288,0.2545067116528616,2.5274338722229004,1570.4879829059607,2135.2314697083875,20.271826445550364,3335.4137789818546,0.479077707098095,0.003953491213262291,2.0745728761539795e-06,1.9434150999586564e-06,0
60,Mahima_Anger6.wav,0.07415394484996796,0.09023263113839286,-9.18053913116455,-0.003569280728697777,-15.875025083683775,161.4990234375,0.4258584976196289,0.5038472295341699,507,0.265520925065946,2.9773192405700684,2000.3710352284893,2141.809459108216,20.182534713050142,3660.49072265625,0.6151123957357365,0.008972495680963224,2.6884297312790295e-06,5.761930424341699e-06,0
61,Mahima_Anger7.wav,0.09315531700849533,0.12340277013644366,-7.183535099029541,-0.0036971946246922016,-14.25163956189515,89.10290948275862,0.4216025769710541,0.5088643928840749,560,0.2639139827947968,4.814241409301758,2214.789922424394,2190.399098614521,19.91626986495353,3986.5996024977994,0.6481284523074102,-0.0049890380585873115,-1.722011830906922e-07,2.4806550413813966e-07,0
62,Milind_anger_1.wav,0.10051246732473373,0.08299290314885496,-7.6668171882629395,0.06040019914507866,-17.33995698105992,129.19921875,0.4009788930416107,0.508185057846216,90,0.2623066283873805,3.7069687843322754,2079.684375886834,2328.5987945484244,19.347319369493377,4518.520768726145,1.1153723463910694,-0.0002320716126879646,0.0003253286995459348,7.241291314130649e-05,0
63,Milind_anger_2.wav,0.09343510866165161,0.13934134237421383,-7.997409343719482,0.04924880713224411,-16.98588576214542,184.5703125,0.41101861000061035,0.5541010299615172,388,0.2655572487138318,3.441361665725708,2662.200405392598,2420.2816252046287,18.816776750220182,5244.14753464033,0.9226815211251409,0.0036507592676921804,0.00029593409271910787,0.000173819629708305,0
64,Milind_anger_3.wav,0.07648125290870667,0.07823677522590361,-8.423977851867676,0.03533695265650749,-18.324886059677038,117.45383522727273,0.42971134185791016,0.5031588337698305,472,0.25743546100456954,2.5285167694091797,1898.524508234617,2184.2774194457334,18.749103168361234,3917.4214926110694,0.8354953319238588,-0.0006850622351888198,0.00022088897821959108,0.00013711773499380797,0
65,Milind_anger_4.wav,0.06276161968708038,0.07760293828616352,-8.76314926147461,0.05384122580289841,-19.64406359491095,143.5546875,0.4688258767127991,0.5674826793403606,265,0.27176631335628243,1.8019248247146606,2008.978784119115,2290.645107908066,18.117911222947534,4104.1066295695755,0.6680025700161745,0.00616294344172508,0.0005425700801424682,3.696931526064873e-05,0
66,Milind_anger_5.wav,0.03823930770158768,0.08515956038135593,-9.562439918518066,0.06231023371219635,-21.81217696037653,198.76802884615384,0.527632474899292,0.555518714922776,143,0.268749993513834,0.911935567855835,2330.925616477432,2718.9192272620708,17.185021000486408,5295.343121027542,0.39228596838450813,0.013632191062941425,0.0006979971658438444,0.0003081921022385359,0
67,Milind_anger_6.wav,0.05291301757097244,0.08009138150452488,-9.340962409973145,0.06043601036071777,-19.502008928514403,107.666015625,0.4789179563522339,0.5222983575912212,498,0.2648466678029496,1.5338844060897827,2034.9912692199175,2370.7357512021786,17.92760589760944,4242.382039203902,0.4892672891080503,0.018560199587162755,0.00045736352331005037,-3.522049155435525e-05,0
68,Milind_anger_7.wav,0.06494919210672379,0.15029701667746115,-9.571736335754395,0.07352403551340103,-17.815526518015286,129.19921875,0.4931866228580475,0.5099374882805197,635,0.2658378362056133,2.1900267601013184,2568.7249849023033,2311.097711979217,18.359714625428524,4889.097033881153,0.5477560867692016,0.01282877229741207,0.000550531898625195,-3.126328738289885e-05,0
69,Mokshit Mehta_Anger_1.wav,0.14612078666687012,0.07628828642384106,-11.577341079711914,0.034913018345832825,-12.045872810423353,184.5703125,0.39103230834007263,0.5501209865469889,306,0.27159155130341894,8.200100898742676,1502.6688782464419,1435.203835452829,23.933804293513816,2730.438677048841,1.7582322179520782,-0.00044120814361259963,-9.472969395574182e-05,-0.0001027241232804954,0
70,Mokshit Mehta_Anger_2.wav,0.17306120693683624,0.12132947198275862,-10.133057594299316,0.03088155947625637,-12.298167871469282,89.10290948275862,0.3599250614643097,0.5088095137443501,385,0.2694571045676494,8.908770561218262,1941.8623868854943,1607.5555518194235,24.43547070079674,3578.595602101293,2.1318539231470495,0.003404380293677179,-0.00031386601040139794,-0.00017224170733243227,0
71,Mokshit Mehta_Anger_3.wav,0.18624047935009003,0.09412812023628049,-11.605630874633789,0.0512663759291172,-11.685341954162054,161.4990234375,0.35519716143608093,0.4918802592688318,471,0.2683227910410141,10.872947692871094,1730.6863539592316,1596.5797810260194,24.30024606454451,3226.435368235518,2.1802693046263033,-0.0034468703500492985,-9.934457193594426e-05,-0.00013705981837119907,0
72,Mokshit Mehta_Anger_4.wav,0.15691961348056793,0.07987890625,-11.123956680297852,0.03937862068414688,-13.19601730347499,123.046875,0.3519361913204193,0.49487887699588373,57,0.2691211491148099,7.9586100578308105,1579.0151376846215,1429.5615904467588,24.179055435323054,2976.75,1.8692560474218574,0.0023387423388909383,-0.000292737822746858,-0.0005181062733754516,0
73,Mokshit Mehta_Anger_5.wav,0.14025908708572388,0.09606049026268115,-11.03747844696045,0.03175270929932594,-11.80824031983676,129.19921875,0.3886059522628784,0.5366405426250372,128,0.27520897535713845,7.714383602142334,1713.1806010292223,1540.4925835982351,23.723809527323574,3271.25244140625,1.7412142640970336,0.0024823903116220456,-0.00044951096060685813,-0.00034473190316930413,0
74,Mokshit Mehta_Anger_6.wav,0.17778269946575165,0.0884765625,-9.17891788482666,0.07495024800300598,-11.89525776700925,161.4990234375,0.3687762916088104,0.5152709209494177,154,0.27404997434060796,10.508728981018066,1566.7707618288084,1473.3785040390756,24.281422620300138,2855.965294471154,2.0379483168015615,-0.0015586622529829876,8.61953740241006e-05,-0.00010883304639719427,0
